Occurrence_Category,Occurrence_Group,Occurrence_Type_Group,Intersection,OBJECTID,Date Reported,x,y
Non-Violent,Property,Fraud - Financial,93A AV/93A AV,78431,2025/05/17,-12647120.1169,7081608.1353
Disorder,Disputes/Disturbances,Dispute,128 AV/68 ST,78432,2025/05/17,-12628764.8162,7092152.2722
Disorder,General Disorder,Trouble with Person,92 ST/108 AV,78433,2025/05/18,-12632514.3773,7086433.2828
Non-Violent,Property,Break and Enter Commercial,44 AV/44 AV,78434,2025/05/18,-12625588.3982,7072647.6888
Non-Violent,Property,Theft Under $5000,23 AV/PARSONS RD,78435,2025/05/18,-12632521.2514,7067283.6591
Non-Violent,Property,Possession Stolen Property,104 ST/73 AV,78436,2025/05/18,-12634504.2309,7077759.4432
Non-Violent,Property,Internet Fraud,9A AV SW/172 ST SW,78437,2025/05/16,-12647711.9423,7062091.2818
Non-Violent,Property,Theft Under $5000,123A ST/138 AV,78438,2025/05/18,-12638651.2484,7094849.6181
Non-Violent,Property,Theft Under $5000,48 AV/CALGARY TR,78439,2025/05/18,-12634194.1239,7073320.7994
Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,110A AV/115 ST,78440,2025/05/18,-12636929.6087,7086771.5494
Disorder,General Disorder,Trouble with Person,33 ST/36B AV,78441,2025/05/18,-12622809.6607,7070532.9336
Non-Violent,Property,Theft of Motor Vehicle,135A AV/87 ST,78442,2025/05/18,-12631935.4051,7094324.0416
Disorder,Disputes/Disturbances,Dispute,113 AV/95 ST,78443,2025/05/18,-12633332.0071,7087772.4867
Drugs,Drug Violations,Drugs,110 ST/23 AV,78444,2025/05/18,-12636223.3455,7067387.872
Non-Violent,Property,Break and Enter Commercial,104 ST/80 AV,78445,2025/05/12,-12634498.1408,7079044.2089
Violent,Personal Violence,Assault,70 ST/MILLBOURNE RD,78446,2025/05/17,-12628894.6545,7072596.29379999
Non-Violent,Property,Theft of Motor Vehicle,42 ST/MILL WOODS RD,78447,2025/05/18,-12624306.753,7065319.0821
Non-Violent,Property,Possession Stolen Property,184 ST/75 AV,78448,2025/05/18,-12650572.4973,7077565.2561
Disorder,Disputes/Disturbances,Disturbance,111 ST/111 ST,78449,2025/05/18,-12636597.136,7073730.6847
Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,101A ST/97A AV,78450,2025/05/12,-12634169.3464,7082505.9525
Violent,Personal Violence,Assault,101 ST/107 AV,78451,2025/05/12,-12634062.8729,7085651.9476
Violent,Personal Violence,Assault,106 AV/95 ST,78452,2025/05/19,-12632776.4196,7085633.2534
Disorder,General Disorder,Trespassing,90 ST/95 AV,78453,2025/05/18,-12630910.0909,7081969.257
Disorder,Disputes/Disturbances,Dispute,142 ST/142A ST,78454,2025/05/18,-12642076.4339,7078448.5418
Drugs,Drug Violations,Drugs,121 ST/YELLOWHEAD TR,78455,2025/05/16,-12637622.7578,7091153.2931
Non-Violent,Property,Break and Enter Commercial,GRIESBACH PRD/GRIESBACH PRD,78456,2025/05/19,-12634328.3791,7095088.2147
Violent,Personal Violence,Assault,162 AV/121 ST,78457,2025/05/19,-12638389.9845,7098979.0283
Non-Violent,Property,Internet Fraud,108 ST/63 AV,78458,2025/05/17,-12635801.1837,7076045.5474
Drugs,Drug Violations,Drugs,101 ST/117 AV,78459,2025/05/18,-12634061.5736,7088916.4581
Non-Violent,Property,Break and Enter Commercial,118 AV/95 ST,78460,2025/05/18,-12633353.4669,7089209.3346
Non-Violent,Property,Theft Under $5000,50A ST/HABITAT CR,78461,2025/05/12,-12625669.0754,7093543.5513
Non-Violent,Property,Theft Under $5000,137 AV/42 ST,78462,2025/05/19,-12624378.4956,7094314.4636
Disorder,General Disorder,Suspicious Person,140 AV/69 ST,78463,2025/05/18,-12628932.3688,7095266.8173
Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,102 AV/114 ST,78464,2025/05/17,-12636726.4964,7084079.5129
Non-Violent,Property,Break and Enter Residential,110A AV/161 ST,78465,2025/05/19,-12645760.4073,7086769.8155
Disorder,Provincial Statute Violations,Intoxicated Person,82 AV/82 AV,78466,2025/05/18,-12631606.0302,7079408.3324
Non-Violent,Property,Theft of Motor Vehicle,187A ST/MAYFIELD RD,78467,2025/05/19,-12646341.9815,7086872.8566
Disorder,General Disorder,Suspicious Vehicle,142 ST/87 AV,78468,2025/05/19,-12642135.9673,7079595.4171
Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,78469,2025/05/19,-12636950.3814,7088310.2447
Drugs,Drug Violations,Drugs,107 AV/98 ST,78470,2025/05/19,-12633722.7341,7085684.857
Violent,Personal Violence,Assault,99 AV/111 ST,78471,2025/05/19,-12636110.8632,7083000.4151
Violent,Personal Violence,Assault,102 ST/104 AV,78472,2025/05/19,-12634267.7114,7084671.3375
Non-Violent,Property,Internet Fraud,43A AV/43A AV,78473,2025/05/17,-12618612.1323,7072514.7281
Disorder,Mischief/Graffiti,Mischief - Property,102 AV/102 ST,78474,2025/05/19,-12634268.3546,7084091.8073
Non-Violent,Property,Theft Under $5000,139 AV/40 ST,78475,2025/05/18,-12624098.5107,7094767.5814
Non-Violent,Property,Theft Under $5000,137 AV/137 AV,78476,2025/05/19,-12625048.6376,7094220.1598
Non-Violent,Property,Theft Under $5000,28 AV/MILL WOODS REC CENTRE ,78477,2025/05/13,-12628452.8978,7068241.2951
Non-Violent,Property,Theft Under $5000,AIRPORT RD/KINGSWAY ,78478,2025/05/19,-12636950.3814,7088310.2447
Non-Violent,Property,Theft Under $5000,102A AV/167 ST,78479,2025/05/19,-12647045.4677,7084329.58649999
Drugs,Drug Violations,Drugs,101 ST/119 AV,78480,2025/05/19,-12634062.2011,7089502.3002
Non-Violent,Property,Internet Fraud,106 AV/156 ST,78481,2025/05/18,-12644821.9355,7085291.8206
Violent,Sexual Violations,Indecent Act,178 ST/89 AV,78482,2025/05/13,-12649246.1599,7080473.0577
Non-Violent,Property,Theft Under $5000,123A ST/138 AV,78483,2025/05/19,-12638651.2484,7094849.6181
Non-Violent,Property,Break and Enter Residential,26 AV/78 ST,78484,2025/05/08,-12629105.9665,7068009.5605
Non-Violent,Property,Break and Enter Commercial,GRANTHAM CT/GRANTHAM CT,78485,2025/05/12,-12653903.3879,7077870.1956
Non-Violent,Property,Theft Under $5000,108 AV/99 ST,78486,2025/05/12,-12633892.3956,7086026.0325
Non-Violent,Property,Theft Under $5000,50 ST/MANNING DR,78487,2025/05/08,-12625402.6382,7095203.8541
Weapons,Weapons Violations,Weapons Complaint,109 ST/163A AV,78488,2025/05/12,-12635664.7024,7099296.0124
Non-Violent,Property,Break and Enter Residential,106 AV/140 ST,78489,2025/05/11,-12641782.1129,7085269.4418
Non-Violent,Property,Theft Under $5000,178 ST/89 AV,78490,2025/05/12,-12649246.1599,7080473.0577
Violent,Personal Violence,Robbery Personal,117 ST/145 AV,78491,2025/05/21,-12637326.08,7096153.7163
Disorder,General Disorder,Trouble with Person,NORTHGATE MALL RD/NORTHGATE MALL RD,78492,2025/05/22,-12633453.6817,7094481.3582
Disorder,Disputes/Disturbances,Dispute,129 AV/66 ST,78493,2025/05/21,-12628408.8317,7092444.1289
Non-Violent,Property,Theft Under $5000,109 ST/21 AV,78494,2025/05/22,-12635763.2066,7067175.2661
Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,153 AV/153 AV,78495,2025/05/22,-12640049.775,7097700.6153
Disorder,General Disorder,Trouble with Person,38A AV/44 ST,78496,2025/05/22,-12624112.1331,7070734.6384
Disorder,General Disorder,Trouble with Person,17 ST/TAMARACK WY,78497,2025/05/22,-12620158.0924,7072153.7406
Non-Violent,Property,Possession Stolen Property,149A AV/67 ST,78498,2025/05/22,-12628528.9336,7096843.7395
Non-Violent,Property,Fraud Personal,167A AV/94 ST,78499,2025/05/14,-12633324.8554,7100282.4213
Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,CURRENTS DR/AMBLESIDE DR SW,78500,2025/05/17,-12645773.0998,7063770.8523
Disorder,Mischief/Graffiti,Mischief - Property,129 ST/145 AV,78501,2025/05/22,-12639480.669,7096220.1221
Non-Violent,Property,Theft Under $5000,150 AV/71 ST,78502,2025/05/22,-12628922.8646,7097064.3957
Violent,Personal Violence,Assault,10 AV/10 AV,78503,2025/05/22,-12629326.699,7064793.8697
Disorder,General Disorder,Trespassing,129 AV/129 AV,78504,2025/05/22,-12627680.7343,7092441.6713
Non-Violent,Property,Fraud - Financial,118 AV/82 ST,78505,2025/05/23,-12631123.1056,7089209.6512
Non-Violent,Property,Theft of Motor Vehicle,ABBOTTSFIELD RD/VICTORIA TR,78506,2025/05/16,-12622235.9724,7089390.6175
Non-Violent,Property,Theft Under $5000,MAPLE RD/MAPLE RD,78507,2025/05/22,-12620058.1247,7071758.191
Disorder,General Disorder,Trouble with Person,87 ST/131A AV,78508,2025/05/21,-12631908.531,7093106.0742
Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,ANTHONY HENDAY DR/YELLOWHEAD TR,78509,2025/05/17,-12652356.2242,7091234.0549
Non-Violent,Property,Possession Stolen Property,118 AV/94 ST,78510,2025/05/23,-12633177.5289,7089209.1879
Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,CALGARY TR/NOT NAMED RD,78511,2025/05/23,-12634279.1395,7069759.7179
Non-Violent,Counterfeiting/Gaming and Betting,Counterfeit Money,131 AV/FORT RD,78512,2025/05/17,-12627343.4691,7092955.4982
Disorder,Disputes/Disturbances,Dispute,119 ST/79 AV,78513,2025/05/22,-12638667.0024,7078984.5247
Violent,Personal Violence,Assault,76 ST/38 AV,78514,2025/05/16,-12629222.2903,7071080.6959
Non-Violent,Property,Internet Fraud,103A AV/96 ST,78515,2025/05/23,-12632955.6873,7084877.394
Disorder,Mischief/Graffiti,Public Mischief,102 ST/132 AV,78516,2025/05/22,-12634259.2721,7093269.9875
Disorder,General Disorder,Trespassing,163 ST/93 AV,78517,2025/05/23,-12646198.5501,7081334.4555
Disorder,Mischief/Graffiti,Graffiti,102 ST/JASPER AV,78518,2025/05/23,-12634269.2264,7083689.0485
Weapons,Weapons Violations,Weapons Complaint,131 AV/FORT RD,78519,2025/05/23,-12627343.4691,7092955.4982
Disorder,General Disorder,Trouble with Person,11A AV/62 ST,78520,2025/05/23,-12627186.1844,7064948.6543
Violent,Personal Violence,Assault,66 ST/137 AV,78521,2025/05/22,-12628409.9635,7094697.5869
Non-Violent,Property,Theft Under $5000,139 AV/42 ST,78522,2025/05/23,-12624415.05,7094813.6596
Non-Violent,Property,Break and Enter Residential,182 AV/76 ST,78523,2025/05/23,-12630211.0353,7103213.8745
Non-Violent,Property,Break and Enter Residential,163 AV/87 ST,78524,2025/05/23,-12631969.0845,7099225.9762
Non-Violent,Property,Theft Under $5000,19 AV/19 AV,78525,2025/05/21,-12633595.182,7066077.8815
Non-Violent,Property,Theft Under $5000,23 AV/PARSONS RD,78526,2025/05/23,-12632521.2514,7067283.6591
Non-Violent,Property,Theft of Motor Vehicle,132 AV/132 ST,78527,2025/05/23,-12640204.0177,7093300.2073
Disorder,Provincial Statute Violations,Intoxicated Person,118 AV/46 ST,78528,2025/05/17,-12624993.8637,7089203.0349
Non-Violent,Property,Theft Under $5000,137 AV/137 AV,78529,2025/05/23,-12625048.6376,7094220.1598
Drugs,Drug Violations,Drugs,103 ST/106 AV,78530,2025/05/17,-12634472.3097,7085354.1328
Non-Violent,Property,Fraud - Financial,165 AV/166 AV,78531,2025/05/21,-12632578.0518,7100045.364
Non-Violent,Property,Theft Under $5000,28 AV/92 ST,78532,2025/05/23,-12631503.4385,7068311.6108
Non-Violent,Property,Theft Under $5000,ST ALBERT TR/ST ALBERT TR,78533,2025/05/21,-12643028.1363,7094523.1447
Non-Violent,Property,Theft Under $5000,68 AV/104 ST,78534,2025/05/23,-12634504.8109,7076838.3246
Non-Violent,Property,Break and Enter Residential,102 ST/80 AV,78535,2025/05/22,-12634036.2041,7079048.2363
Non-Violent,Property,Fraud - Financial,102 ST/82 AV,78536,2025/05/23,-12634075.284,7079417.8867
Disorder,Mischief/Graffiti,Mischief - Property,117A AV/123 AV,78537,2025/05/23,-12639627.1253,7088940.1269
Non-Violent,Property,Theft Under $5000,109 ST/71 AV,78538,2025/05/23,-12636101.2623,7077433.2306
Non-Violent,Property,Theft Under $5000,50A ST/HABITAT CR,78539,2025/05/23,-12625669.0754,7093543.5513
Non-Violent,Property,Break and Enter Commercial,100 AV/106 ST,78540,2025/05/14,-12635087.6242,7083296.3779
Non-Violent,Property,Theft Under $5000,109 AV/159 ST,78541,2025/05/14,-12645272.872,7086068.5846
Disorder,Disputes/Disturbances,Disturbance,CHAPPELLE RD SW/CHAPPELLE WY SW,78542,2025/05/14,-12643622.4081,7057243.8792
Non-Violent,Property,Theft Under $5000,PARSONS RD SW/ELLERSLIE RD SW,78543,2025/05/13,-12632530.6498,7062030.7172
Non-Violent,Property,Theft of Motor Vehicle,103A ST/59 AV,78544,2025/05/13,-12634198.3831,7075292.9551
Non-Violent,Property,Theft Under $5000,104 ST/80 AV,78545,2025/05/14,-12634498.1408,7079044.2089
Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,178 AV/CRYSTALLINARA WY,78546,2025/05/13,-12630085.9537,7102454.4444
Disorder,Disputes/Disturbances,Dispute,160 AV/97 ST,78547,2025/05/13,-12633779.5363,7098752.0615
Non-Violent,Property,Theft Under $5000,137 AV/137 AV,78548,2025/05/13,-12625048.6376,7094220.1598
Disorder,Mischief/Graffiti,Graffiti,104 ST/84 AV,78549,2025/05/14,-12634491.4296,7079772.2605
Non-Violent,Property,Theft Under $5000,104 AV/104 ST,78550,2025/05/14,-12634673.6248,7085072.5371
Non-Violent,Property,Theft Under $5000,109 ST/21 AV,78551,2025/05/13,-12635763.2066,7067175.2661
Disorder,General Disorder,Trouble with Person,119 AV/82 ST,78552,2025/05/14,-12631123.0312,7089503.601
Disorder,General Disorder,Trouble with Person,CHAPPELLE RD SW/CHAPPELLE WY SW,78553,2025/05/14,-12643622.4081,7057243.8792
Violent,Personal Violence,Assault,55 ST/22 AV,78554,2025/05/13,-12626357.8866,7068228.0906
Non-Violent,Property,Theft Under $5000,100 AV/184 ST,78555,2025/05/14,-12650324.4838,7083043.2353
Disorder,Mischief/Graffiti,Mischief - Property,112 ST/JASPER AV,78556,2025/05/13,-12636313.7149,7083690.613
Disorder,Mischief/Graffiti,Mischief - Property,66 ST/66 ST,78557,2025/05/14,-12627424.9155,7068455.9364
Non-Violent,Property,Theft Under $5000,108A ST/51 AV,78558,2025/05/14,-12635983.73,7073826.3506
Disorder,Mischief/Graffiti,Mischief - Property,36 AV/RICHFIELD RD,78559,2025/05/14,-12629954.4662,7070187.8095
Non-Violent,Property,Fraud - Financial,57 ST/136 AV,78560,2025/05/14,-12626893.876,7094490.3254
Non-Violent,Property,Theft Over $5000,116 AV/125 ST,78561,2025/05/13,-12638959.4945,7088545.1086
Non-Violent,Property,Theft Under $5000,82 AV/83 ST,78562,2025/05/14,-12629840.8118,7079411.5633
Non-Violent,Property,Theft Under $5000,111 AV/KINGSWAY ,78563,2025/05/13,-12635203.2662,7087059.658
Drugs,Drug Violations,Drugs,69 AV/99 ST,78564,2025/05/13,-12633230.8391,7077089.5774
Non-Violent,Property,Theft Under $5000,127 ST/RAPPERSWILL DR,78565,2025/05/13,-12639393.3249,7100807.9705
Disorder,General Disorder,Trouble with Person,98 ST/108A AV,78566,2025/05/14,-12633862.5088,7086249.3277
Disorder,General Disorder,Trespassing,120 ST/115 AV,78567,2025/05/14,-12638027.4133,7088430.7209
Disorder,General Disorder,Trouble with Person,110 AV/132 ST,78568,2025/05/14,-12640283.6242,7086758.2021
Non-Violent,Property,Break and Enter Residential,150 ST/89 AV,78569,2025/05/13,-12643644.5241,7080008.5075
Non-Violent,Property,Property Damage,21 AV/98 ST,78570,2025/05/13,-12633034.576,7066941.376
Non-Violent,Property,Fraud - Financial,103 AV/120 ST,78571,2025/05/13,-12637951.2985,7084379.8417
Non-Violent,Property,Fraud - Financial,KNOTTWOOD RD/MILL WOODS RD,78572,2025/05/10,-12628396.6789,7065844.6199
Non-Violent,Property,Theft of Motor Vehicle,WHITEMUD DR/WHITEMUD DR,78573,2025/05/14,-12619574.6063,7072701.7477
Non-Violent,Property,Fraud - Financial,113 AV/95 ST,78574,2025/05/13,-12633332.0071,7087772.4867
Violent,Personal Violence,Assault,102 ST/104 AV,78575,2025/05/14,-12634267.7114,7084671.3375
Non-Violent,Property,Fraud General,178 ST/89 AV,78576,2025/05/13,-12649246.1599,7080473.0577
Violent,Personal Violence,Robbery Commercial,111 ST/111 ST,78577,2025/05/14,-12636597.136,7073730.6847
Disorder,Provincial Statute Violations,Intoxicated Person,HOOKE RD/HOOPER CR,78578,2025/05/14,-12622682.6357,7091858.552
Non-Violent,Property,Theft Under $5000,100 ST/101A AV,78579,2025/05/14,-12633705.1306,7083937.8521
Non-Violent,Property,Theft Under $5000,137 AV/137 AV,78580,2025/05/14,-12625048.6376,7094220.1598
Non-Violent,Property,Break and Enter Commercial,104 ST/80 AV,78581,2025/05/14,-12634498.1408,7079044.2089
Non-Violent,Property,Possession Stolen Property,KINGSWAY /KINGSWAY ,78582,2025/05/14,-12634696.9979,7086642.5976
Non-Violent,Property,Theft Under $5000,CAPILANO TC/CAPILANO TC,78583,2025/05/14,-12626234.1184,7083246.391
Non-Violent,Property,Theft Under $5000,71 ST/MILLBOURNE RD,78584,2025/05/09,-12628634.4693,7070186.5252
Violent,Personal Violence,Assault,104 ST/85 AV,78585,2025/05/15,-12634490.8292,7079949.2278
Non-Violent,Property,Theft Under $5000,ORCHARDS BV SW/ORCHARDS BV SW,78586,2025/05/14,-12629368.7462,7058369.8017
Non-Violent,Property,Theft Under $5000,109 ST/85 AV,78587,2025/05/10,-12636103.341,7079954.3757
Disorder,Mischief/Graffiti,Mischief - Property,102 ST/102 ST,78588,2025/05/14,-12633737.0131,7065869.9878
Non-Violent,Property,Theft of Motor Vehicle,SPRUCE DR/EVERGREEN WY,78589,2025/05/15,-12617804.8148,7100520.6879
Non-Violent,Property,Technology/Internet Crime,PARSONS RD SW/PARSONS RD,78590,2025/05/14,-12632613.5463,7063355.2281
Non-Violent,Property,Theft Under $5000,116 AV/147 ST,78591,2025/05/10,-12642990.728,7088724.9463
Violent,Personal Violence,Assault,124 ST/118 AV,78592,2025/05/15,-12638760.5224,7089193.4025
Violent,Personal Violence,Assault,66 ST/23 AV,78593,2025/05/13,-12627473.7782,7067417.4023
Disorder,Mischief/Graffiti,Mischief - Property,101 ST/108 AV,78594,2025/05/14,-12634062.9852,7085979.6463
Non-Violent,Property,Theft Under $5000,182 ST/96 AV,78595,2025/05/14,-12650142.8866,7081724.4372
Disorder,Mischief/Graffiti,Mischief - Property,TERWILLEGAR CM/TOWNE CENTRE BV,78596,2025/05/14,-12643425.5785,7066001.5362
Violent,Personal Violence,Assault,132 AV/95 ST,78597,2025/05/14,-12633407.1292,7093274.6497
Non-Violent,Property,Fraud - Financial,HABITAT CR/HERMITAGE RD,78598,2025/05/14,-12625072.1056,7092774.2162
Disorder,Disputes/Disturbances,Disturbance,110 ST/UNIVERSITY AV,78599,2025/05/13,-12635967.9593,7078621.5686
Non-Violent,Property,Possession Stolen Property,50 ST/MANNING DR,78600,2025/05/10,-12625391.0284,7095024.6917
Non-Violent,Property,Theft Under $5000,23 AV/PARSONS RD,78601,2025/05/10,-12632521.2514,7067283.6591
Non-Violent,Property,Theft of Motor Vehicle,31 ST/KIRKNESS RD,78602,2025/05/10,-12622268.5516,7096702.1782
Non-Violent,Property,Possession Stolen Property,109 ST/JASPER AV,78603,2025/05/10,-12635701.7917,7083690.5436
Disorder,General Disorder,Trouble with Person,82 AV/105 ST,78604,2025/05/11,-12634813.7965,7079409.5831
Disorder,Disputes/Disturbances,Dispute,CUNNINGHAM DR SW/CUNNINGHAM WY SW,78605,2025/05/11,-12638040.3088,7058739.3425
Violent,Personal Violence,Assault,178 ST/87 AV,78606,2025/05/11,-12649297.4267,7080024.5254
Violent,Personal Violence,Homicide,128A AV/130 ST,78607,2025/05/10,-12639860.5564,7092285.2121
Non-Violent,Property,Theft Under $5000,121A AV/149 ST,78608,2025/05/10,-12643446.5296,7089802.0422
Other,Provincial Statute Violations,Liquor Act,104 ST/104 ST,78609,2025/05/10,-12634676.1237,7084931.9084
Disorder,Mischief/Graffiti,Graffiti,102 ST/JASPER AV,78610,2025/05/11,-12634269.2264,7083689.0485
Other,Provincial Statute Violations,Liquor Act,103 AV/103 ST,78611,2025/05/11,-12634471.7615,7084375.3343
Violent,Personal Violence,Assault,105 ST/105 AV,78612,2025/05/10,-12634895.608,7084971.2242
Disorder,General Disorder,Trespassing,BELVEDERE WY/FORT RD,78613,2025/05/11,-12628262.8321,7092057.2718
Disorder,Disputes/Disturbances,Dispute,114 AV/94 ST,78614,2025/05/09,-12633167.4526,7088061.0631
Non-Violent,Property,Theft Under $5000,133 ST/140 AV,78615,2025/05/11,-12640396.5217,7095064.0088
Disorder,Mischief/Graffiti,Graffiti,102 AV/102 ST,78616,2025/05/11,-12634268.3546,7084091.8073
Disorder,General Disorder,Trouble with Person,103 AV/MAYFIELD RD,78617,2025/05/10,-12647250.9288,7084734.8713
